density;residual sugar;alcohol;total sulfur dioxide;chlorides;free sulfur dioxide;volatile acidity;citric acid;quality
0.99584;8.2;9.4;183.0;0.046;52.0;0.26;0.44;5
0.98894;2.2;13.5;107.0;0.033;39.0;0.37;0.3;7
0.9963;10.1;9.4;151.0;0.053;37.0;0.35;0.53;5
0.993;7.2;10.9;83.0;0.028;15.0;0.22;0.32;8
0.98894;2.2;13.5;107.0;0.033;39.0;0.37;0.3;7
0.9963;10.1;9.4;151.0;0.053;37.0;0.35;0.53;5
0.99068;1.6;11.4;114.0;0.036;34.0;0.31;0.32;7
0.98964;1.3;12.4;125.0;0.036;45.0;0.16;0.37;7
0.99604;8.0;9.2;189.0;0.047;61.0;0.25;0.51;5
0.99584;8.2;9.4;183.0;0.046;52.0;0.26;0.44;5
0.9923;5.3;10.5;79.0;0.038;8.0;0.15;0.31;6
0.99437;14.0;11.5;99.0;0.031;16.0;0.15;0.32;8
0.993;7.2;10.9;83.0;0.028;15.0;0.22;0.32;8
0.99238;1.6;10.8;123.0;0.04;36.0;0.2;0.26;6
0.99801;11.8;8.9;148.0;0.038;52.0;0.17;0.71;5
0.99802;9.6;8.9;151.0;0.039;53.0;0.18;0.72;5
0.99566;6.1;9.4;184.0;0.042;60.0;0.27;0.48;6
0.99067;2.7;12.2;153.0;0.049;25.0;0.32;0.31;7
0.99066;3.6;12.1;100.0;0.025;22.0;0.26;0.31;7
0.9929;1.7;10.9;128.0;0.03;23.0;0.3;0.32;5
0.9934;1.6;10.1;109.0;0.026;27.0;0.16;0.34;6
0.99067;2.7;12.2;153.0;0.049;25.0;0.32;0.31;7
0.98912;1.0;13.0;71.0;0.032;14.0;0.19;0.39;7
0.99066;0.9;11.0;72.0;0.038;15.0;0.36;0.24;5
0.99228;1.6;10.8;126.0;0.052;24.0;0.17;0.41;5
0.98912;1.0;13.0;71.0;0.032;14.0;0.19;0.39;7
0.9958;10.6;9.3;148.0;0.052;69.0;0.11;0.47;4
0.99052;2.0;11.4;123.0;0.042;63.0;0.21;0.34;6
0.99312;1.2;9.2;120.0;0.152;49.0;0.325;0.82;5
0.9968;6.2;9.9;241.0;0.056;42.0;0.4;0.46;5
0.99502;9.2;10.5;150.0;0.044;25.0;0.2;0.24;5
0.99084;5.0;12.4;56.0;0.04;18.0;0.27;0.34;6
0.99573;6.3;9.5;172.0;0.047;52.0;0.26;0.4;6
0.99256;3.3;10.5;161.0;0.048;41.0;0.25;0.22;6
0.9959;8.0;9.1;196.0;0.053;52.0;0.22;0.45;6
0.99084;1.2;11.5;138.0;0.034;53.0;0.14;0.31;7
0.99084;1.2;11.5;138.0;0.034;53.0;0.14;0.31;7
0.99644;16.2;11.2;170.0;0.044;31.0;0.26;0.32;5
0.99526;11.6;10.8;140.0;0.05;59.0;0.22;0.34;5
0.9954;7.2;9.4;186.0;0.064;31.0;0.45;0.43;5
0.99095;1.1;11.0;73.0;0.031;13.0;0.17;0.3;6
0.99188;3.4;11.3;112.0;0.048;22.0;0.44;0.28;7
0.9909;1.4;11.2;117.0;0.041;51.0;0.15;0.27;6
0.99256;3.3;10.5;161.0;0.048;41.0;0.25;0.22;6
0.9959;8.0;9.1;196.0;0.053;52.0;0.22;0.45;6
0.99581;9.3;10.4;154.0;0.05;35.0;0.26;0.3;6
0.99132;2.3;11.2;82.0;0.033;14.0;0.15;0.29;7
0.98936;0.9;11.1;89.0;0.034;34.0;0.22;0.29;7
0.99136;3.5;11.2;92.0;0.036;23.0;0.37;0.33;6
0.99142;1.7;10.5;98.0;0.036;17.0;0.375;0.38;6
0.99232;1.3;10.0;92.0;0.047;23.0;0.2;0.4;6
0.99232;1.3;10.0;90.0;0.046;24.0;0.22;0.38;6
0.993;5.6;10.9;97.0;0.049;24.0;0.22;0.31;5
0.99311;7.4;10.9;87.0;0.028;16.0;0.22;0.29;7
0.99132;2.3;11.2;82.0;0.033;14.0;0.15;0.29;7
0.98993;1.0;11.7;86.0;0.035;40.0;0.2;0.34;5
0.99208;1.5;10.0;144.0;0.033;55.0;0.31;0.07;5
0.99776;10.0;9.5;210.0;0.169;22.0;0.43;0.37;5
0.99839;14.9;9.0;136.0;0.053;55.0;0.24;0.29;5
0.99574;9.3;10.0;86.0;0.052;19.0;0.23;0.34;5
0.99093;1.0;11.9;154.0;0.041;37.0;0.2;0.39;5
0.99156;1.0;10.6;101.0;0.028;40.0;0.16;0.39;6
0.99278;5.9;11.0;101.0;0.047;29.0;0.21;0.28;6
0.9924;5.0;11.2;143.0;0.027;46.0;0.33;0.26;7
0.98984;1.25;12.0;129.0;0.034;29.0;0.18;0.58;7
0.99035;3.9;12.6;96.0;0.027;39.0;0.29;0.31;8
0.9924;5.0;11.2;143.0;0.027;46.0;0.33;0.26;7
0.99165;0.8;10.5;113.0;0.034;48.0;0.21;0.36;6
0.9923;1.0;10.2;144.0;0.037;66.0;0.21;0.33;6
0.99278;5.9;11.0;101.0;0.047;29.0;0.21;0.28;6
0.99008;1.6;12.2;90.0;0.028;12.0;0.11;0.32;6
0.98964;1.3;12.3;76.0;0.036;19.0;0.15;0.32;6
0.99156;1.0;10.6;101.0;0.028;40.0;0.16;0.39;6
0.9909;1.1;10.4;115.0;0.032;33.0;0.19;0.46;6
0.98984;1.25;12.0;129.0;0.034;29.0;0.18;0.58;7
0.9889;1.4;12.7;121.0;0.021;22.0;0.48;0.32;7
0.99178;1.2;10.6;128.0;0.018;18.0;0.23;0.23;5
0.99076;5.0;12.3;108.0;0.028;25.0;0.17;0.29;6
0.9889;1.4;12.7;121.0;0.021;22.0;0.48;0.32;7
0.99046;1.7;11.4;84.0;0.037;20.0;0.15;0.38;6
0.98999;1.8;12.0;161.0;0.029;93.0;0.17;0.36;7
0.98946;1.6;12.4;95.0;0.045;38.0;0.21;0.32;8
0.98976;1.5;12.1;121.0;0.03;74.0;0.23;0.36;7
0.99046;1.7;11.4;84.0;0.037;20.0;0.15;0.38;6
0.99672;13.9;10.7;135.0;0.04;57.0;0.22;0.31;5
0.99482;5.9;9.3;162.0;0.045;75.0;0.15;0.55;5
0.98945;2.1;12.7;138.0;0.027;35.0;0.32;0.33;6
0.98883;1.1;11.7;88.0;0.029;24.0;0.37;0.3;6
0.99362;6.7;10.7;64.0;0.039;22.0;0.25;0.35;5
0.99075;2.7;11.8;94.0;0.033;38.0;0.21;0.28;7
0.99436;6.7;9.9;125.0;0.039;37.0;0.24;0.3;5
0.98988;3.95;13.4;81.0;0.047;16.0;0.475;0.33;7
0.99158;7.75;12.8;114.0;0.032;30.0;0.28;0.32;7
0.99265;10.6;12.8;87.0;0.033;24.0;0.4;0.3;6
0.99195;1.6;10.5;101.0;0.042;18.0;0.41;0.31;5
0.99168;2.5;11.5;84.0;0.032;24.0;0.2;0.28;5
0.9918;0.7;10.5;25.0;0.04;5.0;0.22;0.34;4
0.99313;11.1;13.0;132.0;0.032;21.0;0.36;0.36;6
0.9895;5.15;12.4;138.0;0.035;64.0;0.285;0.29;8
0.9932;4.7;10.2;148.0;0.041;40.0;0.2;0.3;6
0.99848;9.7;9.0;234.0;0.054;67.0;0.42;0.46;5
0.9909;1.7;12.0;153.0;0.038;85.0;0.16;0.34;7
0.99014;1.4;11.7;68.0;0.044;22.0;0.125;0.36;7
0.9952;2.0;10.0;180.0;0.054;20.0;0.44;0.26;5
0.99652;7.5;10.3;218.0;0.055;42.0;0.31;0.39;5
0.99848;9.7;9.0;234.0;0.054;67.0;0.42;0.46;5
0.99104;0.8;11.1;78.0;0.032;25.0;0.18;0.28;5
0.99772;13.1;9.0;150.0;0.05;59.0;0.21;0.26;5
0.9922;1.1;10.5;97.0;0.031;37.0;0.16;0.37;6
0.99076;2.2;11.9;92.0;0.028;36.0;0.22;0.32;7
0.99622;8.9;9.4;155.0;0.036;38.0;0.36;0.14;5
0.9902;1.1;11.4;81.0;0.035;26.0;0.21;0.25;6
0.99114;0.9;10.8;114.0;0.034;40.0;0.25;0.32;7
0.9938;1.7;9.8;157.0;0.073;40.0;0.31;0.26;5
0.99594;6.9;9.3;183.0;0.047;59.0;0.26;0.46;5
0.9902;1.1;11.4;81.0;0.035;26.0;0.21;0.25;6
0.99035;1.0;11.3;73.0;0.031;22.0;0.2;0.31;6
0.99032;1.0;11.3;73.0;0.031;23.0;0.18;0.3;6
0.99558;7.6;9.5;170.0;0.031;49.0;0.37;0.2;5
0.99622;8.9;9.4;155.0;0.036;38.0;0.36;0.14;5
0.99076;2.2;11.9;92.0;0.028;36.0;0.22;0.32;7
0.99413;1.2;9.3;199.0;0.046;49.0;0.18;0.3;5
0.99043;1.0;11.4;81.0;0.041;22.0;0.14;0.38;6
0.99043;1.0;11.4;81.0;0.041;22.0;0.14;0.38;6
0.98982;3.1;12.7;128.0;0.053;57.0;0.44;0.26;6
0.98934;1.95;13.5;118.0;0.033;26.0;0.36;0.4;7
0.9902;2.2;11.2;65.0;0.019;15.0;0.28;0.28;6
0.99449;8.75;10.7;118.0;0.038;38.0;0.16;0.32;5
0.99629;11.9;10.8;92.0;0.032;13.0;0.28;0.4;4
0.9948;2.7;10.5;202.0;0.054;27.0;0.39;0.31;6
0.98984;5.45;13.0;137.0;0.014;44.0;0.44;0.47;8
0.99326;6.3;10.8;131.0;0.029;41.0;0.22;0.31;6
0.99834;14.4;9.1;118.0;0.046;39.0;0.22;0.29;6
0.99555;7.8;10.1;196.0;0.038;67.0;0.25;0.3;5
0.98975;1.6;11.9;59.0;0.028;13.0;0.155;0.33;8
0.99216;9.1;12.0;140.0;0.036;45.0;0.31;0.31;7
0.99216;9.1;12.0;140.0;0.036;45.0;0.31;0.31;7
0.99834;14.4;9.1;118.0;0.046;39.0;0.22;0.29;6
0.9901;1.3;11.6;147.0;0.041;81.0;0.21;0.4;8
0.98975;1.6;11.9;59.0;0.028;13.0;0.155;0.33;8
0.99573;11.3;10.2;192.0;0.038;69.0;0.25;0.32;6
0.99326;6.3;10.8;131.0;0.029;41.0;0.22;0.31;6
0.99215;0.7;9.8;66.0;0.028;11.0;0.21;0.29;5
0.98993;1.25;11.4;89.0;0.023;3.0;0.27;0.28;4
0.99218;0.7;9.8;68.0;0.03;11.0;0.17;0.27;5
0.99555;7.8;10.1;196.0;0.038;67.0;0.25;0.3;5
0.99564;10.3;9.8;98.0;0.039;41.0;0.12;0.29;8
0.99564;10.3;9.8;98.0;0.039;41.0;0.12;0.29;8
0.99397;7.8;10.7;128.0;0.036;49.0;0.29;0.34;6
0.99576;8.7;10.6;111.0;0.022;14.0;0.3;0.3;5
0.99601;8.3;9.3;173.0;0.037;49.0;0.26;0.46;5
0.99564;10.3;9.8;98.0;0.039;41.0;0.12;0.29;8
0.99397;7.8;10.7;128.0;0.036;49.0;0.29;0.34;6
0.98713;1.2;14.0;150.0;0.016;39.0;0.33;0.31;8
0.99308;8.3;11.0;107.0;0.026;27.0;0.29;0.28;6
0.99308;8.3;11.0;107.0;0.026;27.0;0.29;0.28;6
0.99582;6.2;9.4;182.0;0.049;55.0;0.26;0.48;6
0.99494;5.0;9.0;139.0;0.078;30.0;0.28;0.52;6
0.9929;1.8;9.0;108.0;0.042;8.0;0.28;0.25;5
0.99471;1.6;10.0;101.0;0.044;17.0;0.2;0.22;5
0.9929;1.8;9.0;109.0;0.041;9.0;0.27;0.25;5
0.9929;1.8;9.0;108.0;0.042;8.0;0.28;0.25;5
0.99037;2.9;12.4;79.0;0.036;25.0;0.29;0.3;7
0.99304;6.0;11.3;123.0;0.042;28.0;0.35;0.24;5
0.99026;0.9;12.0;86.0;0.034;36.0;0.12;0.38;6
0.98986;1.1;11.7;94.0;0.031;37.0;0.12;0.3;6
0.99471;1.6;10.0;101.0;0.044;17.0;0.2;0.22;5
0.98951;5.45;13.2;90.0;0.016;26.0;0.4;0.26;7
0.99634;14.05;11.0;114.0;0.04;41.0;0.11;0.34;7
0.99368;8.0;11.0;114.0;0.03;30.0;0.23;0.41;6
0.99792;13.1;9.2;94.0;0.112;14.0;0.38;0.38;5
0.99026;4.9;13.0;113.0;0.021;38.0;0.38;0.29;7
0.99362;1.3;10.6;128.0;0.044;38.0;0.19;0.24;5
0.98919;2.2;13.0;119.0;0.021;31.0;0.34;0.26;8
0.99835;14.9;9.0;118.0;0.051;33.0;0.23;0.3;6
0.99835;14.9;9.0;118.0;0.051;33.0;0.23;0.3;6
0.99038;0.95;11.5;148.0;0.021;52.0;0.31;0.31;5
0.99104;1.4;11.0;76.0;0.025;17.0;0.2;0.3;6
0.99038;0.95;11.5;148.0;0.021;52.0;0.31;0.31;5
0.99286;1.7;9.9;112.0;0.05;10.0;0.26;0.24;5
0.99296;5.6;10.4;128.0;0.039;31.0;0.22;0.22;6
0.99835;14.9;9.0;118.0;0.051;33.0;0.23;0.3;6
0.9954;7.1;9.9;110.0;0.056;50.0;0.19;0.4;6
0.9914;1.2;11.0;162.0;0.045;71.0;0.14;0.33;6
0.99286;9.6;12.1;124.0;0.026;34.0;0.32;0.39;6
0.99604;11.4;9.7;131.0;0.044;45.0;0.23;0.2;6
0.99604;11.4;9.7;131.0;0.044;45.0;0.23;0.2;6
0.99119;7.9;12.2;123.0;0.034;39.0;0.36;0.26;7
0.99007;5.0;12.4;113.0;0.016;31.0;0.38;0.42;7
0.99507;11.1;10.5;97.0;0.033;30.0;0.23;0.28;7
0.99596;8.0;10.4;213.0;0.05;29.0;0.2;0.31;6
0.99011;3.8;12.0;180.0;0.029;48.0;0.26;0.32;6
0.99184;10.55;12.7;28.0;0.037;4.0;0.3;0.3;6
0.99469;10.2;10.9;115.0;0.039;29.0;0.18;0.28;7
0.99469;10.2;10.9;115.0;0.039;29.0;0.18;0.28;7
0.99406;9.8;10.9;113.0;0.039;29.0;0.18;0.28;7
0.99305;6.3;11.4;103.0;0.034;17.0;0.19;0.31;7
0.99096;1.1;11.0;184.0;0.036;74.0;0.16;0.32;6
0.98956;4.5;12.6;178.0;0.032;58.0;0.27;0.32;7
0.9921;6.3;11.6;152.0;0.034;45.0;0.37;0.28;7
0.99496;10.9;10.5;130.0;0.038;29.0;0.2;0.27;7
0.99406;9.8;10.9;113.0;0.039;29.0;0.18;0.28;7
0.99406;9.8;10.9;113.0;0.039;29.0;0.18;0.28;7
0.9888;0.8;12.5;119.0;0.037;42.0;0.28;0.34;6
0.98942;0.8;12.1;111.0;0.034;32.0;0.35;0.36;8
0.99082;1.2;11.3;158.0;0.035;35.0;0.25;0.33;6
0.98802;1.3;13.3;112.0;0.025;18.0;0.32;0.3;7
0.99406;9.8;10.9;113.0;0.039;29.0;0.18;0.28;7
0.99469;10.2;10.9;115.0;0.039;29.0;0.18;0.28;7
0.99496;10.9;10.5;130.0;0.038;29.0;0.2;0.27;7
0.9921;6.3;11.6;152.0;0.034;45.0;0.37;0.28;7
0.99305;6.3;11.4;103.0;0.034;17.0;0.19;0.31;7
0.99074;1.2;11.0;111.0;0.034;26.0;0.18;0.36;6
0.98968;0.9;12.1;156.0;0.037;40.0;0.3;0.36;6
0.99096;1.1;11.0;184.0;0.036;74.0;0.16;0.32;6
0.98956;4.5;12.6;178.0;0.032;58.0;0.27;0.32;7
0.9887;3.7;13.0;173.0;0.03;54.0;0.3;0.33;7
0.99941;18.1;8.8;221.0;0.054;50.0;0.2;0.5;6
0.99388;1.35;9.5;218.0;0.061;30.5;0.25;0.31;5
0.99206;5.5;11.8;105.0;0.029;30.0;0.22;0.36;6
0.99035;3.1;12.2;93.0;0.026;29.0;0.25;0.37;6
0.99581;12.85;10.7;105.0;0.042;36.0;0.13;0.37;6
0.9976;19.8;11.0;67.0;0.04;12.0;0.45;0.34;6
0.99362;8.25;11.4;104.0;0.02;14.0;0.32;0.3;6
0.99581;12.85;10.7;105.0;0.042;36.0;0.13;0.37;6
0.99016;3.8;12.0;135.0;0.035;57.0;0.34;0.3;6
0.99176;6.9;11.9;121.0;0.037;33.0;0.22;0.31;8
0.99362;8.25;11.4;104.0;0.02;14.0;0.32;0.3;6
0.99439;11.7;11.8;46.0;0.029;3.0;0.32;0.35;6
0.99458;4.6;10.6;88.0;0.046;6.0;0.27;0.29;4
0.99418;4.0;9.7;133.0;0.05;24.0;0.74;0.21;5
0.9976;19.8;11.0;67.0;0.04;12.0;0.45;0.34;6
0.99581;12.85;10.7;105.0;0.042;36.0;0.13;0.37;6
0.99178;1.2;11.0;152.0;0.045;69.0;0.22;0.29;7
0.99456;8.9;10.5;118.0;0.024;17.0;0.22;0.3;6
0.99578;11.7;10.4;150.0;0.035;44.0;0.32;0.22;5
0.99546;6.2;10.5;138.0;0.05;21.0;0.18;0.37;6
0.99518;14.8;12.0;142.0;0.024;22.0;0.47;0.29;8
0.99518;14.8;12.0;142.0;0.024;22.0;0.47;0.29;8
0.99646;10.8;9.2;124.0;0.042;33.0;0.19;0.25;6
0.99264;1.6;10.9;92.0;0.036;15.0;0.14;0.46;5
0.99578;8.3;9.5;185.0;0.045;50.0;0.24;0.38;6
0.99604;8.4;9.4;156.0;0.042;36.0;0.25;0.47;6
0.99014;2.5;11.3;85.0;0.026;31.0;0.24;0.33;7
0.99489;3.5;10.4;189.0;0.054;26.0;0.29;0.34;5
0.99884;17.2;9.4;170.0;0.037;57.0;0.33;0.42;6
0.99054;2.1;11.3;104.0;0.027;43.0;0.23;0.45;6
0.99782;12.2;8.8;196.0;0.044;59.0;0.27;0.29;6
0.99519;11.8;10.8;130.0;0.045;58.0;0.2;0.37;5
0.99882;16.8;9.4;173.0;0.037;58.0;0.33;0.41;6
0.99884;17.2;9.4;170.0;0.037;57.0;0.33;0.42;6
0.9931;1.1;9.2;114.0;0.154;46.0;0.21;1.0;6
0.99666;14.7;10.3;144.0;0.044;15.0;0.27;0.3;6
0.99324;5.5;9.9;99.0;0.034;21.0;0.12;0.26;6
0.99086;6.1;12.4;112.0;0.027;38.0;0.24;0.37;6
0.9908;1.2;11.9;167.0;0.041;42.0;0.18;0.53;5
0.99067;1.3;11.7;132.0;0.023;33.0;0.17;0.43;6
0.99711;8.7;9.4;199.0;0.126;49.0;0.33;0.38;5
0.99452;1.7;9.6;272.0;0.039;138.5;0.255;0.24;4
0.99711;8.7;9.4;199.0;0.126;49.0;0.33;0.38;5
0.9945;10.2;10.4;175.0;0.043;78.0;0.2;0.66;7
0.99427;4.5;9.5;102.0;0.042;26.0;0.17;0.36;5
0.99152;5.9;11.9;73.0;0.036;7.0;0.15;0.31;6
0.98935;1.7;12.5;116.0;0.024;36.0;0.25;0.44;6
0.98876;1.4;13.4;55.0;0.016;6.0;0.28;0.41;5
0.99174;5.4;12.7;114.0;0.026;27.0;0.27;0.37;5
0.99572;7.9;9.1;208.0;0.045;54.0;0.25;0.38;5
0.99184;1.1;10.5;58.0;0.026;23.0;0.19;0.48;6
0.99454;7.0;10.4;176.0;0.046;58.0;0.25;0.54;5
0.99454;7.0;10.4;176.0;0.046;58.0;0.25;0.54;5
0.99164;7.6;12.5;110.0;0.03;30.0;0.28;0.43;8
0.99454;7.0;10.4;176.0;0.046;58.0;0.25;0.54;5
0.99778;12.3;9.0;183.0;0.038;77.0;0.21;0.8;5
0.9975;15.3;9.8;120.0;0.045;54.0;0.15;0.38;6
0.99778;12.3;9.0;183.0;0.038;77.0;0.21;0.8;5
0.99205;1.2;10.7;142.0;0.033;29.0;0.28;0.42;4
0.98962;2.3;12.4;111.0;0.033;28.0;0.18;0.38;6
0.99118;6.1;12.5;76.0;0.029;6.0;0.53;0.43;8
0.99164;7.6;12.5;110.0;0.03;30.0;0.28;0.43;8
0.99274;10.2;12.1;82.0;0.028;20.0;0.36;0.38;7
0.99184;4.1;11.3;163.0;0.041;95.0;0.25;0.47;6
0.99052;2.9;12.0;122.0;0.039;48.0;0.24;0.41;5
0.99546;8.5;10.4;141.0;0.042;29.0;0.25;0.33;5
0.98972;1.5;12.2;87.0;0.042;23.0;0.15;0.4;7
0.9942;3.1;8.6;115.0;0.039;24.0;0.28;0.3;5
0.99572;7.9;9.1;208.0;0.045;54.0;0.25;0.38;5
0.99022;3.5;12.1;91.0;0.028;35.0;0.28;0.35;5
0.99253;4.9;12.0;125.0;0.032;9.0;0.35;0.34;5
0.99184;1.1;10.5;58.0;0.026;23.0;0.19;0.48;6
0.99454;7.0;10.4;176.0;0.046;58.0;0.25;0.54;5
0.9903;1.2;11.9;102.0;0.029;10.0;0.35;0.51;6
0.98906;4.5;13.7;94.0;0.024;28.0;0.31;0.32;7
0.99146;2.6;11.3;78.0;0.03;33.0;0.17;0.35;6
0.9951;9.9;10.5;88.0;0.036;24.0;0.23;0.4;6
0.98906;4.5;13.7;94.0;0.024;28.0;0.31;0.32;7
0.995;9.5;10.1;201.0;0.041;38.0;0.2;0.34;3
0.98876;1.5;12.3;76.0;0.024;12.0;0.37;0.37;6
0.98956;3.2;12.0;89.0;0.031;20.0;0.36;0.38;7
0.99146;2.6;11.3;78.0;0.03;33.0;0.17;0.35;6
0.99592;11.2;9.5;183.0;0.04;61.0;0.28;0.47;6
0.99129;3.2;11.4;152.0;0.043;28.0;0.27;0.52;6
0.99064;2.3;11.9;118.0;0.045;40.0;0.25;0.45;7
0.99368;4.9;10.0;18.0;0.032;3.0;0.24;0.49;6
0.99368;4.9;10.0;18.0;0.032;3.0;0.24;0.49;6
0.99121;1.4;11.3;102.0;0.034;19.0;0.13;0.39;7
0.99104;1.5;11.7;133.0;0.045;30.0;0.78;0.5;5
0.99221;6.7;11.0;129.0;0.022;44.0;0.33;0.27;7
0.98924;2.1;12.2;111.0;0.033;34.0;0.34;0.4;7
0.99176;4.3;10.7;124.0;0.028;57.0;0.14;0.51;7
0.99432;10.9;10.9;84.0;0.038;25.0;0.26;0.34;6
0.99366;7.0;10.2;113.0;0.04;18.0;0.29;0.26;6
0.99064;2.3;11.9;118.0;0.045;40.0;0.25;0.45;7
0.99178;2.5;11.1;130.0;0.047;20.0;0.21;0.49;5
0.99126;2.6;11.2;159.0;0.045;26.0;0.26;0.51;6
0.99129;3.2;11.4;152.0;0.043;28.0;0.27;0.52;6
0.99252;2.5;10.6;169.0;0.047;31.0;0.25;0.49;6
0.99709;14.7;10.3;151.0;0.047;33.0;0.35;0.46;5
0.99513;4.5;10.4;203.0;0.054;31.0;0.3;0.36;4
0.99045;2.2;11.9;111.0;0.033;19.0;0.24;0.46;6
0.99;1.9;11.9;98.0;0.036;41.0;0.23;0.39;7
0.99305;1.6;10.4;129.0;0.043;24.0;0.23;0.34;5
0.99888;17.3;9.2;126.0;0.052;22.0;0.24;0.39;6
0.99182;4.2;11.3;117.0;0.04;37.0;0.17;0.32;6
0.99182;4.2;11.3;117.0;0.04;37.0;0.17;0.32;6
0.9913;2.5;11.0;89.0;0.034;35.0;0.21;0.37;7
0.99;1.9;11.9;98.0;0.036;41.0;0.23;0.39;7
0.98836;1.4;12.9;147.0;0.031;47.0;0.28;0.39;7
0.9897;0.8;10.8;21.0;0.027;3.0;0.19;0.37;5
0.99586;8.0;9.1;206.0;0.049;53.0;0.25;0.42;6
0.99305;1.6;10.4;129.0;0.043;24.0;0.23;0.34;5
0.98892;1.7;12.9;103.0;0.03;31.0;0.18;0.27;6
0.99156;5.5;12.2;86.0;0.037;10.0;0.18;0.22;5
0.99888;17.3;9.2;126.0;0.052;22.0;0.24;0.39;6
0.99534;8.6;10.3;150.0;0.052;41.0;0.23;0.38;5
0.99322;6.9;11.0;128.0;0.059;47.0;0.17;0.37;7
0.99296;2.1;11.0;98.0;0.043;10.0;0.3;0.38;5
0.99098;2.2;11.7;100.0;0.039;31.0;0.24;0.21;6
0.98972;1.5;12.0;122.0;0.039;37.0;0.21;0.38;6
0.98964;2.5;12.7;148.0;0.047;30.0;0.33;0.38;6
0.99918;17.6;8.8;198.0;0.061;59.0;0.35;0.26;5
0.99182;4.2;11.3;117.0;0.04;37.0;0.17;0.32;6
0.99008;2.9;12.8;121.0;0.034;38.0;0.25;0.35;6
0.992;4.8;11.2;114.0;0.043;45.0;0.16;0.33;6
0.99851;11.9;8.9;221.0;0.057;51.0;0.39;0.39;6
0.99026;0.9;11.2;103.0;0.04;52.0;0.19;0.27;5
0.9906;1.3;11.1;135.0;0.051;42.0;0.25;0.39;6
0.99293;6.4;10.8;115.0;0.042;34.0;0.22;0.43;6
0.99658;4.3;9.3;126.0;0.045;33.0;0.19;0.29;6
0.99851;11.9;8.9;221.0;0.057;51.0;0.39;0.39;6
0.9911;8.1;12.7;34.0;0.038;9.0;0.33;0.32;7
0.9904;1.3;12.0;140.0;0.045;35.0;0.17;0.5;6
0.99026;0.9;11.2;103.0;0.04;52.0;0.19;0.27;5
0.99946;17.2;8.8;130.0;0.039;37.0;0.23;0.36;6
0.99946;17.2;8.8;130.0;0.039;37.0;0.23;0.36;6
0.99946;17.2;8.8;130.0;0.039;37.0;0.23;0.36;6
0.99568;8.7;10.4;154.0;0.038;45.0;0.32;0.4;6
0.99946;17.2;8.8;130.0;0.039;37.0;0.23;0.36;6
0.99568;8.7;10.4;154.0;0.038;45.0;0.32;0.4;6
0.9907;7.5;14.0;88.0;0.027;12.0;0.39;0.47;6
0.99946;17.2;8.8;130.0;0.039;37.0;0.23;0.36;6
0.99018;4.6;13.1;294.0;0.035;51.0;0.25;1.23;6
0.98994;3.7;12.3;88.0;0.029;30.0;0.29;0.33;6
0.99075;2.2;12.6;109.0;0.03;40.0;0.4;0.38;6
0.99212;7.4;12.0;133.0;0.02;38.0;0.39;0.34;7
0.99684;15.1;9.5;124.0;0.033;28.0;0.17;0.42;5
0.99212;7.4;12.0;133.0;0.02;38.0;0.39;0.34;7
0.99036;4.8;12.7;114.0;0.019;39.0;0.36;0.37;7
0.99456;7.9;10.5;130.0;0.042;30.0;0.19;0.32;6
0.98865;1.0;12.9;80.0;0.023;6.0;0.34;0.46;6
0.99684;15.1;9.5;124.0;0.033;28.0;0.17;0.42;5
0.99212;7.4;12.0;133.0;0.02;38.0;0.39;0.34;7
0.99036;4.8;12.7;114.0;0.019;39.0;0.36;0.37;7
0.99222;4.6;11.9;198.0;0.024;20.0;0.3;0.36;6
0.99022;1.4;12.0;123.0;0.037;32.0;0.68;0.52;6
0.99076;6.2;12.5;133.0;0.031;42.0;0.34;0.37;6
0.99144;6.1;12.1;118.0;0.034;36.0;0.28;0.4;7
0.98961;5.1;12.5;82.0;0.019;22.0;0.19;0.38;6
0.9936;6.3;9.9;113.0;0.043;28.0;0.16;0.26;6
0.99126;0.9;10.7;147.0;0.036;63.0;0.17;0.46;6
0.99044;2.3;12.0;87.0;0.048;24.0;0.2;0.39;6
0.99123;6.6;12.2;116.0;0.042;34.0;0.33;0.36;8
0.99123;7.5;12.4;124.0;0.036;39.0;0.33;0.34;8
0.9916;8.6;12.4;125.0;0.038;37.0;0.36;0.35;8
0.9959;11.9;10.3;140.0;0.039;55.0;0.21;0.34;6
0.99044;2.3;12.0;87.0;0.048;24.0;0.2;0.39;6
0.9931;7.1;10.5;154.0;0.05;44.0;0.41;0.22;5
0.99422;4.3;9.5;98.0;0.051;23.0;0.15;0.35;6
0.99194;1.1;10.5;106.0;0.046;31.0;0.2;0.4;4
0.98926;1.0;12.3;90.0;0.027;31.0;0.24;0.38;6
0.99306;7.9;11.9;107.0;0.025;38.0;0.16;0.37;6
0.99164;1.0;9.8;131.0;0.038;23.0;0.12;0.33;5
0.98926;1.0;12.3;90.0;0.027;31.0;0.24;0.38;6
0.98988;1.0;11.4;76.0;0.04;17.0;0.1;0.41;7
0.99268;7.3;11.0;115.0;0.041;49.0;0.21;0.4;6
0.99373;1.7;10.8;70.0;0.046;10.0;0.3;0.59;4
0.98939;1.3;12.8;125.0;0.027;42.0;0.18;0.37;7
0.99318;6.4;11.0;123.0;0.055;42.0;0.17;0.36;8
0.99196;1.8;10.2;148.0;0.035;42.0;0.19;0.33;5
